lakecode,lakename,Latitude_dd,loglat,Longitude_dd,Longitude_standard,loglong,log_CONT,LONG_raw,long_log_cont,Elevation_m,logelev,SurfaceArea_km2,logSA,MeanDepth_m,logMD,airtemp_trend,AT_standardized,log_AT,precip_trend,PPT_standard,log_PPT,ID_slope,posneg,ID slope p,obs,TS_cat,CONT
WRS353,PICNIC LAKE,48.60990537,1.686724776,-85.26819437,54.51558283,1.73652066,0.34478403,4.910151749,0.402756519,368,2.565847819,2.11,0.324282455,5.1,0.707570176,0.049107142,0.199107142,-0.700913161,-1.423412232,0.576587768,-0.239134575,-2.55,Negative,0.149860748,12,0,WEST
WRS253,GREAT BEAR LAKE,65.91122797,1.818959403,-120.3774395,19.4063377,1.287943584,-1.469024911,-30.19909338,-1.716028898,145,2.161368002,30450.64,4.483596425,72.2,1.858537198,-0.108906248,0.041093752,-1.386224204,0.955000167,2.955000167,0.47055751,-2.5,Negative,0.023642219,12,0,WEST
WRS221,CHURCHILL LAKE,55.97592039,1.748001243,-108.3329938,31.4507834,1.497631468,-0.621157779,-18.15464768,-0.725600152,415,2.618048097,543.87,2.735495104,7.5,0.875061263,0.049047618,0.199047618,-0.701043015,-0.71,1.29,0.11058971,-2,Negative,0.06170669,11,0,WEST
WRS247,GLENMORE RESERVOIR   ELBOW RIVER,50.98792659,1.707467352,-114.1101455,25.6736317,1.409487307,-0.977566245,-23.93179938,-1.141935656,1072,3.030194785,3.15,0.498310554,6.2,0.792391689,0.100173609,0.250173609,-0.601758506,-0.131926833,1.868073167,0.271393882,-1.928571429,Negative,0.24638736,13,0,WEST
VSV2,LAKE IMANDRA,67.72290175,1.830735558,33.11725251,172.9010297,2.23779758,-0.063870475,-3.51160277,-0.063870475,127,2.103803721,876,2.942504106,13,1.113943352,-0.121071426,0.028928574,-1.538672974,-0.42861,1.57139,0.196283985,-1.8,Negative,0.2104977,10,0,EAST
MINN40,KABEKONA,47.16659261,1.673634503,-94.76893341,45.01484379,1.653355747,0.008509015,-4.590587291,0.009939734,392,2.593286067,9.1,0.959041392,9.2,0.963787827,0.001527778,0.151527778,-0.819507745,-1.17333,0.82667,-0.082667823,-1.777777778,Negative,0.187559609,14,0,WEST
WRS276,LAC CACHE,49.76666667,1.696938553,-74.53333333,65.25044387,1.81458347,0.660428833,15.64501279,0.771474298,379,2.57863921,3,0.477121255,8,0.903089987,0.034999999,0.184999999,-0.732828274,0.0097225,2.0097225,0.303136095,-1.6,Negative,0.009791512,18,0,WEST
MICH05,EAGLE LAKE,41.80390028,1.621216803,-86.02446998,53.75930722,1.730453663,0.320252296,4.153876139,0.374099984,242,2.383815366,1.618,0.208978517,3.5,0.544068044,0.05460648,0.20460648,-0.689080616,0.059066736,2.059066736,0.313670423,-1.522727273,Negative,0.026957455,24,0,WEST
WRS216,BURNS LAKE,54.20496152,1.73403904,-125.7297347,14.0540425,1.147801263,-2.035686492,-35.55138858,-2.377969782,697,2.843232778,12.55,1.098643726,16.2,1.209515015,0.074430554,0.224430554,-0.648918018,-0.025965595,1.974034405,0.295354718,-1.5,Negative,0.087000494,13,0,WEST
LR1,ONEIDA,43.21011271,1.635585399,-75.90521318,63.87856402,1.805355145,0.623114357,14.27313294,0.727885712,112,2.049218023,206.7,2.315340477,6.8,0.832508913,0.040902777,0.190902777,-0.719187754,0.34686125,2.34686125,0.370487414,-1.286363636,Negative,0.049461458,21,0,WEST
JJM31,ANVIL LAKE,45.9442104,1.662230792,-89.06448243,50.71929477,1.705173206,0.218031471,1.113863689,0.2546916,516.6,2.713154402,1.6,0.204119983,5.79,0.762678564,0.080486109,0.230486109,-0.637355244,0.3190275,2.3190275,0.365305899,-1.25,Negative,0.377718107,14,0,WEST
WRS279,LAC DES SABLES,46.04286361,1.663162326,-74.30211621,65.48166099,1.816119687,0.666640484,15.87622991,0.778730385,375,2.574031268,2.85,0.45484486,9.8,0.991226076,-0.026057504,0.123942496,-0.906779762,-1.773150275,0.226849725,-0.644261743,-1.151515152,Negative,0.001884177,25,0,WEST
WRS350,ONE EYE LAKE,51.96925686,1.715746507,-124.9019824,14.8817948,1.172655312,-1.935189836,-34.72363628,-2.260575471,901,2.954724791,4.81,0.682145076,10.2,1.008600172,0.064777776,0.214777776,-0.668010659,-0.07680625,1.92319375,0.284023039,-1.145833333,Negative,0.448528752,12,0,WEST
RB39,PYHAVESI E,61.40828075,1.788226939,26.92726149,166.7110387,2.221964357,-0.321338395,-9.70159379,-0.321338395,82,1.913813852,15,1.176091259,8.7,0.939519253,-0.004626736,0.145373264,-0.837515458,0.118703813,2.118703813,0.326070248,-1.125,Negative,0.002734666,37,36-45,EAST
WRS294,LAKE KATHLYN,54.82393123,1.738970174,-127.2051839,12.5785933,1.099632075,-2.230457265,-37.02683778,-2.605489596,498,2.697229343,1.31,0.117271296,4.5,0.653212514,0.017555555,0.167555555,-0.775841169,0.125714286,2.125714286,0.327504891,-1.090909091,Negative,0.102625215,18,0,WEST
RA1,LAKE MUEGGELSEE,52.43696615,1.719637557,13.65000026,153.4337775,2.185920977,-0.90744863,-22.97885502,-0.90744863,32.37,1.510142699,7.3,0.86332286,4.9,0.69019608,0.016770833,0.166770833,-0.777879902,0.432555286,2.432555286,0.386062719,-1.083333333,Negative,0.59167167,17,0,EAST
RA2,NEHMITZSEE,53.13455519,1.725377049,12.98446345,152.7682407,2.184033077,-0.938148235,-23.64439183,-0.938148235,59,1.770852012,1.7,0.230448921,6.4,0.806179974,0.012588384,0.162588384,-0.788910485,0.254061444,2.254061444,0.35296575,-1.029411765,Negative,0.413431351,25,0,EAST
WRS234,DIEFENBAKER LAKE,50.95254327,1.707165866,-106.9076225,32.8761547,1.516881015,-0.543322771,-16.72927638,-0.634677853,551,2.741151599,391.72,2.592975746,25.2,1.401400541,-0.044772726,0.105227274,-0.97787168,-0.158148333,1.841851667,0.265254651,-1,Negative,0.013966999,22,0,WEST
ML01,LAKE VATTERN AT VISINGSO FERRY,58.33265875,1.765911772,14.489715,154.2734922,2.188291311,-0.868904048,-22.13914028,-0.868904048,89,1.949390007,1886,3.275541688,38,1.579783597,-0.045972221,0.104027779,-0.982850674,0.018888824,2.018888824,0.305112404,-1,Negative,0.322585608,22,0,EAST
WRS281,LAC LA CHESNAYE,49.3249795,1.693066913,-68.18653412,71.59724308,1.8548963,0.823432641,21.991812,0.961885804,62,1.792391689,5.51,0.741151599,24.1,1.382017043,0.048148147,0.198148147,-0.703009985,-0.518444,1.481556,0.170718072,-1,Negative,0.408961342,14,0,WEST
JJM5,LITTLE ROCK LAKE,45.99765617,1.662735703,-89.70497639,50.07880081,1.699653921,0.195714395,0.473369729,0.228622099,495.61,2.695140061,0.15,-0.823908741,3.8,0.579783597,0.048833332,0.198833332,-0.70151081,-0.211750871,1.788249129,0.252428022,-1,Negative,0.498589426,16,0,WEST
EK9,LAKE KIIMASJARVI (1421),62.62761325,1.796765861,25.49830156,165.2820788,2.218225766,-0.382132539,-11.13055372,-0.382132539,107,2.029383778,4,0.602059991,9.1,0.959041392,-0.022777777,0.127222223,-0.89543702,-0.9111125,1.0888875,0.036983012,-1,Negative,0.591505037,10,0,EAST
WRS310,LAKE UTOPIA,45.17450314,1.654893385,-66.78991053,72.99386667,1.86328637,0.857357656,23.38843559,1.00151502,17,1.230448921,13.99,1.145817714,12.5,1.096910013,-0.004410897,0.145589103,-0.83687113,-0.219771429,1.780228571,0.250475767,-0.878676471,Negative,0.005209846,32,26-35,WEST
RB18,VATIAJARVI E,62.48333333,1.79576419,25.9,165.6837772,2.219279987,-0.364989593,-10.72885528,-0.364989593,89,1.949390007,6,0.77815125,4.05,0.607455023,0.003657852,0.153657852,-0.813445242,0.162487222,2.162487222,0.33495355,-0.875,Negative,0.010323935,32,26-35,EAST
VSV4,LAKE AZAS,52.39135159,1.719259603,96.50717836,236.2909556,2.373447099,2.141959597,59.87832308,2.141959597,941,2.973589623,51.5,1.711807229,17.3,1.238046103,0.032041666,0.182041666,-0.739829199,-0.0951945,1.9048055,0.279850636,-0.869747899,Negative,0.007093113,21,0,EAST
MICH07,DOUGLAS LAKE,45.58216933,1.65879499,-84.7036448,55.0801324,1.740994976,0.362875803,5.474701319,0.423890268,214,2.330413773,15.08,1.178401342,5.5,0.740362689,0.043472221,0.193472221,-0.713381383,-0.210714286,1.789285714,0.252679694,-0.818181818,Negative,0.13372993,26,26-35,WEST
JJM26,DEVILS LAKE,43.41687466,1.637658558,-89.73209947,50.05167773,1.69941864,0.194763043,0.446246649,0.227510785,293.52,2.467637699,1.51,0.178976947,9.14,0.960946196,0.016119281,0.166119281,-0.779579957,0.127835498,2.127835498,0.32793805,-0.757166257,Negative,0.000214683,48,46-55,WEST
WRS393,TOOKENAY LAKE,48.63530803,1.686951671,-85.22399329,54.55978391,1.736872642,0.34620726,4.954352829,0.404419052,406,2.608526034,3.18,0.50242712,11,1.041392685,-0.0784623,0.0715377,-1.145465027,-0.304684,1.695316,0.229250661,-0.75,Negative,0.271240886,13,0,WEST
WRS238,ENNADAI LAKE,60.99052411,1.785262365,-101.3829192,38.400858,1.584340928,-0.270550487,-11.20457308,-0.31604124,303,2.481442629,709.89,2.851191058,19.6,1.292256071,0.014175347,0.164175347,-0.784692057,-0.041585911,1.958414089,0.291904525,-0.741666667,Negative,0.066010014,24,0,WEST
WRS376,SETTING LAKE,54.98551505,1.740248297,-98.63624467,41.14753253,1.614343797,-0.14923472,-8.457898551,-0.174327263,222,2.346352974,126.02,2.100439475,13.7,1.136720567,0.006064814,0.156064814,-0.806695001,0.462955909,2.462955909,0.391456637,-0.732142857,Negative,0.190517972,12,0,WEST
KMS18,SCHROON,43.7593174,1.641070539,-73.78163982,66.00213738,1.819558,0.680543207,16.3967063,0.794970732,246,2.390935107,21.87,1.339848783,1.5,0.176091259,0.030624999,0.180624999,-0.743222142,0.1015275,2.1015275,0.322535077,-0.714285714,Negative,0.004825109,38,36-45,WEST
WRS193,ALLUMETTE LAKE,45.97959088,1.662565103,-77.30101234,62.48276486,1.795760239,0.584317622,12.87733378,0.682565637,104,2.017033339,213.04,2.328461153,26.6,1.424881637,0.096666665,0.246666665,-0.607889538,0.547937143,2.547937143,0.40618871,-0.666666667,Negative,0.253283986,15,0,WEST
MICH06,FAIR LAKE,42.48542873,1.628240005,-85.3322813,54.4514959,1.736009815,0.342718443,4.846064819,0.40034362,280.11,2.447328614,0.926,-0.033389013,4.2,0.62324929,0.014035303,0.164035303,-0.785062675,0.08178987,2.08178987,0.318436891,-0.661904762,Negative,0.001371532,49,46-55,WEST
EK27,LAKE KIVIJARVI (1408),63,1.799340549,25.16666667,164.9504439,2.217353489,-0.396316849,-11.46218861,-0.396316849,118,2.071882007,154.026,2.187594037,8.36,0.922206277,0.002154558,0.152154558,-0.817715033,-0.23,1.77,0.247973266,-0.660714286,Negative,0.535955526,17,0,EAST
MINN42,PRIOR,44.71666667,1.650469422,-93.41666667,46.36711053,1.666210033,0.060484964,-3.238320551,0.070654993,272,2.434568904,5,0.698970004,6,0.77815125,0.040694444,0.190694444,-0.71966196,-0.118148333,1.881851667,0.274585388,-0.65,Negative,0.145919339,23,0,WEST
JJM10,NORTH TWIN LAKE,46.04679463,1.663199404,-89.1415281,50.6422491,1.704512985,0.215361886,1.036818019,0.251573147,512.67,2.709837904,11.26,1.051538391,8.53,0.930949031,0.091999998,0.241999998,-0.616184638,-1.501874375,0.498125625,-0.302661116,-0.65,Negative,0.680041838,12,0,WEST
KMS4,CHATEAGUAY (LOWER),44.81846247,1.651456954,-74.01823016,65.76554704,1.817998437,0.674237157,16.16011596,0.787604374,399,2.600972896,2.13,0.328379603,10,1,0.030469135,0.180469135,-0.743597063,0.262468012,2.262468012,0.354582448,-0.638181818,Negative,0.220100439,28,26-35,WEST
EC01,BASS-PATTERSON LAKE,45.9448744,1.662237069,-91.62915952,48.15461768,1.682637939,0.126910745,-1.450813401,0.148249702,348,2.541579244,0.761,-0.118615343,4.7,0.672097858,0.023888888,0.173888888,-0.75972817,0.5355575,2.5355575,0.404073464,-0.636363636,Negative,0.246057248,19,0,WEST
WRS270,KLUANE LAKE,61.31808889,1.787588611,-138.7837772,1,0,-6.676789003,-48.60543108,-7.799434024,768,2.88536122,397.6,2.599446376,102.1,2.009025742,0.015746753,0.165746753,-0.780554971,-0.429490417,1.570509583,0.196040591,-0.614583333,Negative,0.483012275,17,0,WEST
WRS303,LAKE OF THE WOODS,49.30013028,1.692848067,-94.77504334,45.00873386,1.653296796,0.008270649,-4.596697221,0.009661288,320,2.505149978,3472.81,3.540681023,10.7,1.029383778,-0.007615741,0.142384259,-0.846538021,-0.080058365,1.919941635,0.283288027,-0.577777778,Negative,0.298404819,20,0,WEST
JJM1,ALLEQUASH LAKE,46.03668734,1.663104066,-89.62049582,50.16328138,1.700385938,0.198674286,0.557850299,0.232079669,494.2,2.693902741,1.684,0.226342087,2.9,0.462397998,0.022159722,0.172159722,-0.764068447,-0.300804119,1.699195881,0.230243447,-0.569230769,Negative,0.049560173,32,26-35,WEST
JK38,PAIJANNE - TEHI,61.48,1.788733859,25.56,165.3437772,2.218387855,-0.37949677,-11.06885528,-0.37949677,78.3,1.893761762,1080,3.033423755,15,1.176091259,0.035074786,0.185074786,-0.732652744,0.108156184,2.108156184,0.323902783,-0.550055617,Negative,0.000666424,52,46-55,EAST
WRS361,PRIMROSE LAKE,54.90246038,1.739591807,-109.7358464,30.0479308,1.47781457,-0.701286856,-19.55750028,-0.819202248,595,2.774516966,436.35,2.63983498,9.8,0.991226076,0.046228069,0.196228069,-0.70723887,-0.273594706,1.726405294,0.237142759,-0.545454545,Negative,0.13372993,26,26-35,WEST
JJM7,TROUT BOG,46.03333333,1.663072424,-89.68333333,50.10044387,1.699841574,0.196473165,0.495012789,0.229508449,494,2.693726949,0.011,-1.958607315,5.6,0.748188027,0.037916666,0.187916666,-0.726034701,-0.187076875,1.812923125,0.258379389,-0.522727273,Negative,0.108089911,32,26-35,WEST
JD01,LAKE KEGONSA,42.96564792,1.633121365,-89.25144033,50.53233687,1.703569383,0.211546457,0.926905789,0.247116186,256.95,2.409848622,12.99,1.113609151,5.18,0.71432976,0.02175,0.17175,-0.765103254,0.014245128,2.014245128,0.304112322,-0.5,Negative,0.002844124,51,46-55,WEST
KMS24,CRANBERRY,44.1666569,1.645094528,-74.81928578,64.96449142,1.812676043,0.652716205,15.35906034,0.762464858,457.2,2.660106222,28.308,1.451909187,1.8,0.255272505,0.021666666,0.171666666,-0.765314027,-0.105555556,1.894444444,0.277481874,-0.5,Negative,0.032953159,35,26-35,WEST
WRS356,PLATEAU LAKE,48.73952642,1.687881305,-91.47768019,48.30609701,1.684001949,0.132426082,-1.299334071,0.154692396,433,2.636487896,6.75,0.829303773,4.8,0.681241237,-0.001785714,0.148214286,-0.829109934,0.480741111,2.480741111,0.394581444,-0.5,Negative,0.048124492,18,0,WEST
WRS203,BAKER LAKE,64.12976834,1.807059671,-95.16335496,44.62042224,1.649533676,-0.006945422,-4.985008841,-0.008113236,2,0.301029996,1664.7,3.22133598,60,1.77815125,0.025202569,0.175202569,-0.75645953,-0.13018875,1.86981125,0.271797768,-0.5,Negative,0.056179957,33,26-35,WEST
JJM3,CRYSTAL BOG,46,1.662757832,-89.6,50.1837772,1.700563346,0.19939163,0.578346119,0.232917629,502,2.700703717,0.005,-2.301029996,1.7,0.230448921,0.037916666,0.187916666,-0.726034701,-0.187076875,1.812923125,0.258379389,-0.5,Negative,0.13922547,32,26-35,WEST
WRS346,NYM LAKE,48.69312627,1.687467659,-91.46938891,48.31438829,1.684076485,0.132727466,-1.291042791,0.155044455,425,2.62838893,18.37,1.264109156,6.3,0.799340549,0.029722222,0.179722222,-0.745398221,0.273625789,2.273625789,0.356718987,-0.5,Negative,0.193766224,22,0,WEST
WRS383,STEEP ROCK LAKE,48.79564581,1.68838107,-91.67027399,48.11350321,1.68226698,0.125410783,-1.491927871,0.146497534,389,2.589949601,6.28,0.797959644,10.4,1.017033339,0.016857639,0.166857639,-0.777653906,-0.309591667,1.690408333,0.227991625,-0.5,Negative,0.226033463,21,0,WEST
MICH01,SCHOOL SECTION LAKE,43.59759345,1.639462517,-85.27403389,54.50974331,1.736474137,0.344595916,4.904312229,0.402536774,295,2.469822016,0.138,-0.860120914,3.1,0.491361694,0.048281249,0.198281249,-0.702718354,-0.635,1.365,0.135132651,-0.5,Negative,0.67671211,18,0,WEST
WRS249,GOSHEN LAKE,45.37677712,1.656833647,-61.97722536,77.80655184,1.891016169,0.969482328,28.20112076,1.132492497,75,1.875061263,0.13,-0.886056648,2.9,0.462397998,-0.002083334,0.147916666,-0.829982891,0.904666,2.904666,0.463096201,-0.5,Negative,0.804336068,15,0,WEST
HB01,MIRROR LAKE,43.9436421,1.642896049,-71.69299041,68.09078679,1.833088352,0.735252809,18.48535571,0.858879287,213,2.328379603,0.15,-0.823908741,4.8,0.681241237,0.046284721,0.196284721,-0.707113505,0.0719445,2.0719445,0.316378118,-0.481481481,Negative,0.009174707,38,36-45,WEST
JJM18,LAKE WINGRA,43.05414937,1.634015013,-89.41921729,50.36455991,1.702125043,0.205706309,0.759128829,0.240294067,258.47,2.412410143,1.4,0.146128036,3.1,0.491361694,0.035347221,0.185347221,-0.732013921,-0.033006471,1.966993529,0.293802931,-0.444444444,Negative,0.044808325,42,36-45,WEST
BIR1,LAKE BALATON,46.88183838,1.671004633,17.83831935,157.6220966,2.1976171,-0.717255108,-18.79053593,-0.717255108,104,2.017033339,596,2.77524626,3,0.477121255,0.030119047,0.180119047,-0.74444036,-0.108223065,1.891776935,0.276869926,-0.436507937,Negative,0.465314088,32,26-35,EAST
WRS280,LAC LA BICHE,54.86460788,1.73929228,-112.0763355,27.7074417,1.442596428,-0.843690434,-21.89798938,-0.985549772,537,2.729974286,238.98,2.378361557,19.6,1.292256071,-0.016666666,0.133333334,-0.875061261,0.32454087,2.32454087,0.366337186,-0.434782609,Negative,0.096558011,30,26-35,WEST
KMS19,STAR,44.15633701,1.644993039,-75.04257766,64.74119954,1.811180742,0.646669997,15.13576846,0.755402031,442,2.645422269,0.823,-0.084600165,6.8,0.832508913,0.033223214,0.183223214,-0.737019503,-0.219079991,1.780920009,0.250644413,-0.434285714,Negative,0.136342303,33,26-35,WEST
WRS391,TESLIN LAKE,59.97152733,1.777945109,-132.3988715,7.3849057,0.868344954,-3.165660312,-42.22052538,-3.697939044,683,2.834420704,355.58,2.550937326,69.7,1.843232778,-0.009601852,0.140398148,-0.852638621,0.154851288,2.154851288,0.333417304,-0.434285714,Negative,0.223489519,32,26-35,WEST
JK33,LIVOJARVI,65.99123575,1.819486261,28.12126372,167.9050409,2.225063735,-0.270938649,-8.50759156,-0.270938649,243.7,2.386855529,33,1.51851394,5.8,0.763427994,0.022723214,0.172723214,-0.762649289,0.146497589,2.146497589,0.331730405,-0.428571429,Negative,0.023685346,40,36-45,EAST
WRS285,LAC ST JEAN,48.64487237,1.687037068,-72.06260198,67.72117522,1.830724486,0.725694583,18.11574414,0.847713926,96,1.982271233,1112.79,3.046413214,11,1.041392685,0.020763888,0.170763888,-0.767603966,0.046374211,2.046374211,0.310985054,-0.428571429,Negative,0.203426915,23,0,WEST
PJD7,DRC LAKES,45.22,1.655330558,-78.93,60.8537772,1.78428754,0.537928082,11.24834612,0.628376093,338.51,2.529571503,0.52,-0.283996656,8.8,0.944482672,0.033406338,0.183406338,-0.73658566,0.172176131,2.172176131,0.336895037,-0.420168067,Negative,0.227011559,20,0,WEST
JJM4,CRYSTAL LAKE,46.00163865,1.662773302,-89.61286129,50.17091591,1.700452029,0.198941523,0.565484829,0.23239184,502.1,2.700790221,0.367,-0.435333936,10.4,1.017033339,0.024713541,0.174713541,-0.757673434,-0.431845606,1.568154394,0.195388819,-0.410526316,Negative,0.134881013,32,26-35,WEST
DML1,LEJ DA SAN MUREZZAN,46.49367459,1.667393872,9.846736107,149.6305133,2.175020166,-1.084709389,-26.78211917,-1.084709389,1768,3.247482261,0.78,-0.107905397,25,1.397940009,0.028117559,0.178117559,-0.749293265,-0.164779286,1.835220714,0.263688302,-0.408333333,Negative,0.431998015,17,0,EAST
WRS430,WATSON LAKE,60.11666667,1.778994892,-128.8166667,10.9671105,1.040092219,-2.471205018,-38.63832058,-2.886717027,673,2.828015064,15,1.176091259,12,1.079181246,0.038893228,0.188893228,-0.723783612,-0.002914348,1.997085652,0.300396692,-0.4,Negative,0.015975721,37,36-45,WEST
DD01,SAND LAKE,45.92,1.662001879,-92.18,47.6037772,1.677641414,0.106707435,-2.001653881,0.124649379,304,2.482873584,3.755,0.574609941,6.4,0.806179974,0.043382352,0.193382352,-0.713583162,0.233148333,2.233148333,0.348917571,-0.4,Negative,0.178177031,26,26-35,WEST
JK35,NAAMANKAJARVI,65.1050725,1.813614827,28.30946922,168.0932464,2.225550265,-0.263027066,-8.31938606,-0.263027066,173.5,2.239299479,8.52,0.930439595,2.9,0.462397998,0.040906862,0.190906862,-0.719178461,0.090754286,2.090754286,0.320302996,-0.388888889,Negative,0.037202617,47,46-55,EAST
WRS199,ATTAWAPISKAT LAKE,52.24489102,1.718043828,-87.88040441,51.90337279,1.71519558,0.258556662,2.297941709,0.302030755,240,2.380211242,199.73,2.300443302,14.4,1.158362492,0.031207264,0.181207264,-0.741824397,-0.027962361,1.972037639,0.2949152,-0.375,Negative,0.048073826,37,36-45,WEST
WRS237,ELDON LAKE,56.80917447,1.754418478,-101.0137042,38.770073,1.588496619,-0.253747066,-10.83535808,-0.296412467,327,2.514547753,4.6,0.662757832,3.9,0.591064607,0.060416665,0.210416665,-0.676919867,-0.164769167,1.835230833,0.263690697,-0.366666667,Negative,0.371437605,24,0,WEST
JJM6,SPARKLING LAKE,46.00862229,1.662839229,-89.70046914,50.08330806,1.699693007,0.195872439,0.477876979,0.228806715,494.8,2.694429691,0.64,-0.193820026,10.9,1.037426498,0.035381944,0.185381944,-0.731932568,-0.246459313,1.753540687,0.243915847,-0.363636364,Negative,0.152826344,32,26-35,WEST
MINN38,SHAGAWA,47.91215441,1.6804457,-91.88898082,47.89479638,1.680288331,0.11741017,-1.710634701,0.137151687,404,2.606381365,9.6,0.982271233,9.7,0.986771734,0.039583333,0.189583333,-0.722199846,0.218518519,2.218518519,0.346063058,-0.363636364,Negative,0.19223791,30,26-35,WEST
JGL01,SPIRIT LAKE,43.47709337,1.638260502,-95.10176239,44.68201481,1.650132748,-0.004523091,-4.923416271,-0.005283611,427,2.630427875,4.31,0.63447727,2.3,0.361727836,0.017393729,0.167393729,-0.776260816,0.318692306,2.318692306,0.365243121,-0.355042017,Negative,0.024522708,53,46-55,WEST
